VIN (1-10),City,Model Year,Make,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Electric Utility
5YJ3E1EC1L,Renton,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8K33AGXP,Seattle,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EA6L,Seattle,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WVG6YVEB0S,Seattle,2025,VOLKSWAGEN,ID. BUZZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJYGDEE9L,Kirkland,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMABABAXP,Vancouver,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4H60DL3R,Battle Ground,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJXCDE20K,Shoreline,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEE6P,Burien,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4AZ1CP4J,Redmond,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7FCTGAAA1P,Bainbridge Island,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
7SAYGDEF9N,Bothell,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E59M,Seattle,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5UXTA6C04N,Sunnyside,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN
5YJSA1E50M,Redmond,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EBXN,Kirkland,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB4P,Bellevue,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA5P,Bellevue,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMFB3FV3R,Bellevue,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FMTK1SS5M,Vancouver,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WA15AAGE2R,Kirkland,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMFB3FV0R,Kent,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1S77P,Kirkland,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1E2AFY2L,Kirkland,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE8P,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4CZ1CVXP,Kirkland,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEF4N,Kirkland,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA9P,Kirkland,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JN1AZ0CP7B,Vancouver,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WP1AE2AY0R,Bellevue,2024,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,56.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA15AAGE9R,Kirkland,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EC8N,Redmond,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7PDSGABA1P,Kirkland,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDRJDJH5S,Bothell,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E20K,Kirkland,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E53N,Kirkland,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7FCTGBAAXR,Bainbridge Island,2024,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EA7R,Newcastle,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEF8R,Seattle,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RD6S56G,Bainbridge Island,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,PUGET SOUND ENERGY INC
1N4AZ0CP0F,Kirkland,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FY6S00L,Bellevue,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ0CP7E,Vancouver,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJYGDEE2M,Issaquah,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB2R,Seattle,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY7Z2C55J,Bellevue,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEFXP,Tukwila,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR00LXM,Seattle,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY1Z4C53F,Kirkland,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JM3KKEHA3R,Issaquah,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGAEE8N,Vancouver,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JTMABABA6P,Kirkland,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3GNKDBRJ7R,Seattle,2024,CHEVROLET,BLAZER EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEDXP,Sammamish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4CZ1CV6P,Poulsbo,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
JA3215H15C,Seattle,2012,MITSUBISHI,I-MIEV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,62.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8KMDAF1N,Grandview,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN
3FA6P0SU1K,Vancouver,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1V2WNPE85P,Silverdale,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
KM8KNDAFXP,Auburn,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WAUUPBFFXJ,Bellevue,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAXCDE51R,Kirkland,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJYGDEE1M,Coupeville,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
YV4ED3UM3P,Newcastle,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FAHP3R41C,Kirkland,2012,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE9P,Vancouver,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
2C4RC1L78M,Seattle,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1FW6S00J,Seattle,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTMCB3FV5M,Vancouver,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7SAYGDEF1N,Shoreline,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7PDSGABA9R,Kirkland,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5UXTA6C0XN,Burien,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EB8J,Renton,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEEXR,Redmond,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5UXTA6C02N,Redmond,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY43AW08R,Seattle,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEF6N,Kent,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA6P,Duvall,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ1CP7L,Kirkland,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7FCTGBAA8P,Seattle,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EB4N,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEE3N,Kirkland,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE3P,Auburn,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB6N,Seattle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKARFP2H,Seattle,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E59P,Ridgefield,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJ3E1EC0N,Federal Way,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY53EJ0XR,Bellevue,2024,BMW,I7,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDC3DLC8P,Seattle,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WVGGNPE29N,Seattle,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EBXM,Vancouver,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJYGDEE5M,Woodinville,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FADP5CU0F,Renton,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8KRDDF6R,Vancouver,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WP1AE2AY0S,Kirkland,2025,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,,,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB8N,Vancouver,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KM8KNDAF7P,Seattle,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7PDSGABL7P,Bellevue,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7PDSGBBA7S,Kirkland,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FMTK1R46P,Seattle,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8KNDAF3P,Renton,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FT6W1EVXP,Olympia,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
5YJ3E1EA3R,Renton,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE6N,Kirkland,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEF4N,Kirkland,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
4W5KHNRL9R,Seattle,2024,ACURA,ZDX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EC1L,Bainbridge Island,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,0.0,PUGET SOUND ENERGY INC
1G1RD6E4XE,Woodinville,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCAE21J,Tenino,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,PUGET SOUND ENERGY INC
1G1FY6S04K,Seattle,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJYGDEFXL,Seattle,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KMHE54L2XH,Seattle,2017,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEE9P,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1V2WNPE82P,Redmond,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7SAYGDEE0R,Shoreline,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGAEE7P,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8KN4AEXP,Bainbridge Island,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC
WBY8P4C59K,Redmond,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVGGNPE22N,Seattle,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
7SAYGDEE0P,Vancouver,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JN1AZ0CP1B,Kenmore,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY83FB01R,Bellevue,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7FCTGAAA7P,Bellevue,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
